State,Date,Daily Confirmed,Daily deceased,Daily recovered,Daily tested
Jharkhand,6/6/2020,106,0,38,4347
Jharkhand,6/7/2020,75,0,17,3277
Jharkhand,6/8/2020,187,0,29,4604
Jharkhand,6/9/2020,126,1,40,2774
Jharkhand,6/10/2020,135,0,33,401
Jharkhand,6/11/2020,48,0,38,4431
Jharkhand,6/12/2020,57,0,55,2161
Jammu and Kashmir,3/9/2020,1,0,0,0
Jammu and Kashmir,3/13/2020,1,0,0,0
Jammu and Kashmir,3/16/2020,1,0,0,0
Jammu and Kashmir,3/18/2020,1,0,0,0
Jammu and Kashmir,3/24/2020,2,0,0,0
Jammu and Kashmir,3/25/2020,5,0,0,0
Jammu and Kashmir,3/26/2020,3,0,0,0
Jammu and Kashmir,3/27/2020,6,0,0,0
Jammu and Kashmir,3/28/2020,13,0,0,0
Jammu and Kashmir,3/29/2020,5,1,1,0
Jammu and Kashmir,3/31/2020,6,1,0,0
Jammu and Kashmir,4/1/2020,7,0,1,0
Jammu and Kashmir,4/2/2020,8,0,1,0
Jammu and Kashmir,4/5/2020,14,0,1,1551
Jammu and Kashmir,4/13/2020,25,0,10,465
Jammu and Kashmir,4/14/2020,8,0,14,554
Jammu and Kashmir,4/15/2020,22,0,6,552
Jammu and Kashmir,4/16/2020,14,0,2,509
Jammu and Kashmir,4/17/2020,14,1,4,758
Jammu and Kashmir,4/18/2020,13,0,9,499
Jammu and Kashmir,4/19/2020,13,0,5,958
Jammu and Kashmir,4/20/2020,14,0,15,717
Jammu and Kashmir,4/21/2020,12,0,10,608
Jammu and Kashmir,4/22/2020,27,0,11,819
Jammu and Kashmir,4/24/2020,20,0,17,787
Jammu and Kashmir,4/25/2020,40,1,3,1071
Jammu and Kashmir,4/26/2020,29,0,25,1124
Jammu and Kashmir,4/27/2020,23,1,27,1029
Jammu and Kashmir,4/28/2020,19,1,12,1631
Jammu and Kashmir,4/29/2020,16,0,16,1831
Jammu and Kashmir,4/30/2020,33,0,24,1296
Jammu and Kashmir,5/1/2020,25,0,31,1949
Jammu and Kashmir,5/2/2020,27,0,7,1711
Jammu and Kashmir,5/3/2020,35,0,33,2632
Jammu and Kashmir,5/4/2020,25,0,16,2161
Jammu and Kashmir,5/5/2020,15,0,17,3113
Jammu and Kashmir,5/6/2020,34,0,2,2965
Jammu and Kashmir,5/7/2020,18,1,13,3429
Jammu and Kashmir,5/8/2020,30,0,29,4721
Jammu and Kashmir,5/9/2020,13,0,4,2326
Jammu and Kashmir,5/10/2020,25,0,15,2327
Jammu and Kashmir,5/11/2020,18,1,44,4254
Jammu and Kashmir,5/12/2020,55,0,28,2392
Jammu and Kashmir,5/13/2020,37,1,11,3385
Jammu and Kashmir,5/14/2020,12,0,19,6404
Jammu and Kashmir,5/15/2020,30,0,28,6791
Jammu and Kashmir,5/16/2020,108,1,29,5885
Jammu and Kashmir,5/17/2020,62,1,33,4743
Jammu and Kashmir,5/18/2020,106,2,34,7667
Jammu and Kashmir,5/19/2020,28,2,38,8225
Jammu and Kashmir,5/20/2020,73,1,31,5124
Jammu and Kashmir,5/21/2020,59,2,6,5158
Jammu and Kashmir,5/22/2020,40,0,36,7751
Jammu and Kashmir,5/23/2020,80,1,54,9215
Jammu and Kashmir,5/24/2020,52,0,35,6359
Jammu and Kashmir,5/25/2020,47,2,0,3755
Jammu and Kashmir,5/26/2020,91,1,24,6774
Jammu and Kashmir,5/27/2020,162,2,21,4200
Jammu and Kashmir,5/28/2020,115,1,5,8360
Jammu and Kashmir,5/29/2020,128,1,16,5207
Jammu and Kashmir,5/30/2020,177,0,33,5852
Jammu and Kashmir,5/31/2020,105,0,19,6464
Jammu and Kashmir,6/1/2020,155,3,19,5264
Jammu and Kashmir,6/2/2020,117,2,7,6758
Jammu and Kashmir,6/3/2020,139,1,54,6297
Jammu and Kashmir,6/4/2020,285,1,41,6313
Jammu and Kashmir,6/5/2020,182,1,38,6580
Jammu and Kashmir,6/6/2020,143,3,40,9623
Jammu and Kashmir,6/7/2020,620,2,90,6601
Jammu and Kashmir,6/8/2020,198,4,108,9425
Jammu and Kashmir,6/9/2020,61,3,182,7910
Jammu and Kashmir,6/10/2020,161,3,165,6075
Jammu and Kashmir,6/11/2020,67,1,149,5376
Jammu and Kashmir,6/12/2020,156,1,266,6792
Karnataka,3/9/2020,1,0,0,0
Karnataka,3/10/2020,3,0,0,0
Karnataka,3/12/2020,1,0,0,0
Karnataka,3/13/2020,1,1,0,0
Karnataka,3/24/2020,8,0,2,0
Karnataka,3/26/2020,4,1,0,0
Karnataka,3/27/2020,9,1,2,0
Karnataka,3/30/2020,5,0,1,0
Karnataka,3/31/2020,13,0,2,0
Karnataka,4/1/2020,9,0,1,0
Karnataka,4/2/2020,14,0,2,0
Karnataka,4/3/2020,4,1,0,4587
Karnataka,4/7/2020,12,0,5,1993
Karnataka,4/8/2020,6,1,3,387
Karnataka,4/9/2020,16,1,2,646
Karnataka,4/10/2020,10,0,4,362
Karnataka,4/11/2020,8,0,5,585
Karnataka,4/12/2020,17,0,15,691
Karnataka,4/13/2020,15,2,6,766
Karnataka,4/14/2020,13,2,11,1090
Karnataka,4/15/2020,19,2,9,1376
Karnataka,4/16/2020,36,1,2,1241
Karnataka,4/17/2020,44,0,6,3870
Karnataka,4/18/2020,25,1,16,1592
Karnataka,4/19/2020,6,2,7,2181
Karnataka,4/20/2020,18,0,1,2093
Karnataka,4/21/2020,10,1,17,2773
Karnataka,4/22/2020,9,0,2,3279
Karnataka,4/23/2020,18,0,14,2610
Karnataka,4/24/2020,29,1,7,3836
Karnataka,4/25/2020,26,0,6,3125
Karnataka,4/26/2020,3,1,24,3881
Karnataka,4/27/2020,9,1,11,2721
Karnataka,4/28/2020,11,0,14,4827
Karnataka,4/29/2020,12,1,9,4892
Karnataka,4/30/2020,30,1,13,4752
Karnataka,5/1/2020,24,0,22,4742
Karnataka,5/2/2020,12,3,20,4832
Karnataka,5/3/2020,13,0,22,5168
Karnataka,5/4/2020,37,2,28,4295
Karnataka,5/5/2020,22,2,10,4613
Karnataka,5/6/2020,20,0,23,4971
Karnataka,5/7/2020,12,1,12,4758
Karnataka,5/8/2020,48,0,10,4546
Karnataka,5/9/2020,41,0,10,5017
Karnataka,5/10/2020,54,1,36,4213
Karnataka,5/11/2020,14,0,4,4284
Karnataka,5/12/2020,63,0,7,4938
Karnataka,5/13/2020,34,2,18,4645
Karnataka,5/14/2020,28,2,9,7195
Karnataka,5/15/2020,69,1,20,5351
Karnataka,5/16/2020,36,0,16,6300
Karnataka,5/17/2020,55,1,13,5374
Karnataka,5/18/2020,99,0,21,6265
Karnataka,5/19/2020,149,3,13,6936
Karnataka,5/20/2020,67,1,13,8182
Karnataka,5/21/2020,143,0,15,7516
Karnataka,5/22/2020,138,0,26,12229
Karnataka,5/23/2020,216,1,11,9670
Karnataka,5/24/2020,130,0,46,10117
Karnataka,5/25/2020,93,2,51,13581
Karnataka,5/26/2020,101,0,59,9020
Karnataka,5/27/2020,135,3,17,12694
Karnataka,5/28/2020,115,0,53,10470
Karnataka,5/29/2020,248,1,60,12411
Karnataka,5/30/2020,141,1,103,15728
Karnataka,5/31/2020,299,2,221,13358
Karnataka,6/1/2020,187,1,100,11241
Karnataka,6/2/2020,388,0,75,14812
Karnataka,6/3/2020,267,1,111,15197
Karnataka,6/4/2020,257,4,106,12268
Karnataka,6/5/2020,515,0,83,13627
Karnataka,6/6/2020,378,2,280,11862
Karnataka,6/7/2020,239,2,159,11860
Karnataka,6/8/2020,308,3,309,8779
Karnataka,6/9/2020,161,2,164,7036
Karnataka,6/10/2020,120,3,257,8249
Karnataka,6/11/2020,204,3,114,8000
Karnataka,6/12/2020,271,7,464,9835
Kerala,1/30/2020,1,0,0,0
Kerala,2/2/2020,1,0,0,0
Kerala,2/3/2020,1,0,0,0
Kerala,3/8/2020,5,0,0,0
Kerala,3/9/2020,1,0,0,0
Kerala,3/10/2020,8,0,0,0
Kerala,3/12/2020,2,0,0,0
Kerala,3/13/2020,3,0,0,0
Kerala,3/15/2020,2,0,0,0
Kerala,3/16/2020,3,0,0,0
Kerala,3/19/2020,1,0,0,0
Kerala,3/20/2020,12,0,0,0
Kerala,3/21/2020,12,0,0,0
Kerala,3/22/2020,15,0,0,0
Kerala,3/23/2020,28,0,0,0
Kerala,3/24/2020,14,0,0,0
Kerala,3/25/2020,9,0,0,0
Kerala,3/26/2020,19,0,0,0
Kerala,3/27/2020,39,0,0,0
Kerala,3/28/2020,6,0,0,0
Kerala,3/29/2020,20,1,20,0
Kerala,3/31/2020,7,1,4,0
Kerala,4/1/2020,24,0,2,7965
Kerala,4/2/2020,21,0,2,491
Kerala,4/3/2020,9,0,14,683
Kerala,4/4/2020,11,0,8,605
Kerala,4/5/2020,8,0,6,477
Kerala,4/6/2020,13,0,3,495
Kerala,4/7/2020,9,0,12,516
Kerala,4/8/2020,9,0,13,754
Kerala,4/9/2020,12,0,13,724
Kerala,4/10/2020,7,0,27,629
Kerala,4/11/2020,10,1,19,824
Kerala,4/12/2020,2,0,36,826
Kerala,4/13/2020,3,0,19,694
Kerala,4/14/2020,8,0,13,552
Kerala,4/15/2020,1,0,7,240
Kerala,4/16/2020,7,0,27,925
Kerala,4/17/2020,1,0,10,629
Kerala,4/18/2020,4,0,2,745
Kerala,4/19/2020,2,0,13,577
Kerala,4/20/2020,6,0,21,405
Kerala,4/21/2020,19,0,16,496
Kerala,4/22/2020,11,0,1,569
Kerala,4/23/2020,10,0,8,513
Kerala,4/24/2020,3,1,15,606
Kerala,4/25/2020,7,0,7,420
Kerala,4/26/2020,11,0,4,594
Kerala,4/27/2020,13,0,13,1192
Kerala,4/28/2020,4,0,4,709
Kerala,4/29/2020,10,0,10,972
Kerala,4/30/2020,2,0,14,1654
Kerala,5/2/2020,2,0,8,4264
Kerala,5/8/2020,1,0,10,1060
Kerala,5/9/2020,2,0,1,857
Kerala,5/10/2020,7,0,4,1156
Kerala,5/13/2020,10,0,1,1187
Kerala,5/14/2020,26,0,3,1391
Kerala,5/16/2020,11,0,4,1602
Kerala,5/20/2020,24,0,5,2045
Kerala,5/21/2020,24,0,8,1740
Kerala,5/22/2020,42,1,2,2009
Kerala,5/23/2020,62,0,3,2061
Kerala,5/24/2020,53,1,5,1457
Kerala,5/25/2020,49,0,12,1109
Kerala,5/26/2020,67,1,10,2294
Kerala,5/27/2020,40,0,10,2658
Kerala,5/28/2020,85,1,3,2661
Kerala,5/29/2020,62,1,10,3592
Kerala,5/30/2020,58,1,10,3043
Kerala,5/31/2020,61,0,15,251
Kerala,6/1/2020,57,1,18,4941
Kerala,6/2/2020,86,1,19,3720
Kerala,6/3/2020,82,0,24,9179
Kerala,6/4/2020,94,3,39,4344
Kerala,6/5/2020,111,0,22,4353
Kerala,6/6/2020,108,1,50,3751
Kerala,6/7/2020,107,0,41,4134
Kerala,6/8/2020,91,1,11,2026
Kerala,6/9/2020,91,0,34,12132
Kerala,6/10/2020,65,1,57,4918
Kerala,6/11/2020,83,1,62,4968
Kerala,6/12/2020,78,1,32,4483
Ladakh,3/7/2020,2,0,0,0
Ladakh,3/11/2020,1,0,0,0
Ladakh,3/17/2020,5,0,0,0
Ladakh,3/20/2020,2,0,0,0
Ladakh,3/21/2020,3,0,0,0
Ladakh,4/10/2020,1,0,1,0
Ladakh,4/13/2020,2,0,1,618
Ladakh,4/15/2020,1,0,0,60
Ladakh,4/16/2020,0,0,2,97
Ladakh,4/29/2020,0,0,1,812
Ladakh,5/2/2020,1,0,0,4
Ladakh,5/13/2020,1,0,0,180
Ladakh,5/18/2020,0,0,19,152
Ladakh,5/22/2020,2,0,0,214
Ladakh,5/23/2020,3,0,0,222
Ladakh,5/24/2020,3,0,0,3
Ladakh,5/25/2020,1,0,0,166
Ladakh,5/30/2020,3,0,0,1458
Ladakh,6/2/2020,4,1,0,956
Ladakh,6/6/2020,2,0,2,410
Ladakh,6/11/2020,20,0,4,606
Ladakh,6/12/2020,104,0,8,131
Maharashtra,3/9/2020,2,0,0,0
Maharashtra,3/10/2020,3,0,0,0
Maharashtra,3/11/2020,6,0,0,0
Maharashtra,3/12/2020,3,0,0,0
Maharashtra,3/13/2020,3,0,0,0
Maharashtra,3/14/2020,9,0,0,0
Maharashtra,3/15/2020,6,0,0,0
Maharashtra,3/16/2020,7,0,0,0
Maharashtra,3/17/2020,2,0,0,0
Maharashtra,3/18/2020,4,0,0,0
Maharashtra,3/19/2020,3,0,0,0
Maharashtra,3/20/2020,4,0,0,0
Maharashtra,3/21/2020,12,0,0,0
Maharashtra,3/22/2020,10,0,0,0
Maharashtra,3/23/2020,15,0,0,0
Maharashtra,3/24/2020,18,0,0,0
Maharashtra,3/25/2020,15,0,0,0
Maharashtra,3/26/2020,3,0,0,0
Maharashtra,3/27/2020,28,0,0,0
Maharashtra,3/28/2020,28,0,0,0
Maharashtra,3/29/2020,22,8,25,0
Maharashtra,3/30/2020,17,2,14,0
Maharashtra,3/31/2020,82,1,0,0
Maharashtra,4/1/2020,33,5,0,0
Maharashtra,4/2/2020,88,5,3,0
Maharashtra,4/3/2020,64,5,8,0
Maharashtra,4/4/2020,148,6,2,0
Maharashtra,4/5/2020,112,13,4,16008
Maharashtra,4/6/2020,121,7,14,1555
Maharashtra,4/7/2020,150,12,9,3314
Maharashtra,4/8/2020,117,8,38,0
Maharashtra,4/9/2020,229,25,8,0
Maharashtra,4/10/2020,210,13,63,9123
Maharashtra,4/11/2020,187,17,20,1841
Maharashtra,4/12/2020,221,22,9,3827
Maharashtra,4/13/2020,352,11,12,4057
Maharashtra,4/14/2020,346,18,30,1346
Maharashtra,4/15/2020,236,9,36,4071
Maharashtra,4/16/2020,285,7,5,5740
Maharashtra,4/17/2020,120,7,31,4796
Maharashtra,4/18/2020,327,10,34,4488
Maharashtra,4/19/2020,552,12,142,6630
Maharashtra,4/20/2020,466,9,65,4525
Maharashtra,4/21/2020,552,19,150,4517
Maharashtra,4/22/2020,431,18,67,6466
Maharashtra,4/23/2020,778,14,51,6893
Maharashtra,4/24/2020,390,18,117,6013
Maharashtra,4/25/2020,811,22,119,5702
Maharashtra,4/26/2020,440,19,112,7067
Maharashtra,4/27/2020,522,27,94,7168
Maharashtra,4/28/2020,728,31,106,5473
Maharashtra,4/29/2020,597,32,205,8106
Maharashtra,4/30/2020,583,27,180,6968
Maharashtra,5/1/2020,1008,26,106,8465
Maharashtra,5/2/2020,790,36,121,6926
Maharashtra,5/3/2020,678,27,115,8669
Maharashtra,5/4/2020,1567,35,350,8620
Maharashtra,5/5/2020,984,34,354,6949
Maharashtra,5/6/2020,1233,34,275,6423
Maharashtra,5/7/2020,1216,43,207,7474
Maharashtra,5/8/2020,1089,37,169,11257
Maharashtra,5/9/2020,1165,48,330,9697
Maharashtra,5/10/2020,1943,53,399,15350
Maharashtra,5/11/2020,1230,36,587,-6610
Maharashtra,5/12/2020,1026,53,339,3370
Maharashtra,5/13/2020,1495,54,422,8777
Maharashtra,5/14/2020,1602,44,542,9421
Maharashtra,5/15/2020,1576,49,475,10416
Maharashtra,5/16/2020,1606,67,524,10917
Maharashtra,5/17/2020,2347,63,600,12225
Maharashtra,5/18/2020,2005,51,749,8397
Maharashtra,5/19/2020,2078,76,1202,11835
Maharashtra,5/20/2020,2161,65,679,13263
Maharashtra,5/21/2020,2345,64,1408,12386
Maharashtra,5/22/2020,2940,63,857,13166
Maharashtra,5/23/2020,2608,60,821,15845
Maharashtra,5/24/2020,3041,58,1196,14538
Maharashtra,5/25/2020,2436,60,1186,15715
Maharashtra,5/26/2020,2091,97,1168,11572
Maharashtra,5/27/2020,2190,105,964,14263
Maharashtra,5/28/2020,2598,85,698,15453
Maharashtra,5/29/2020,2682,116,8381,14092
Maharashtra,5/30/2020,2940,99,1084,14096
Maharashtra,5/31/2020,2487,89,1248,14516
Maharashtra,6/1/2020,2358,76,779,9167
Maharashtra,6/2/2020,2287,103,1225,12440
Maharashtra,6/3/2020,2560,122,996,13793
Maharashtra,6/4/2020,2933,123,1352,12559
Maharashtra,6/5/2020,2436,139,1466,12866
Maharashtra,6/6/2020,2739,120,2243,14007
Maharashtra,6/7/2020,3007,91,1924,15054
Maharashtra,6/8/2020,2554,109,1661,12227
Maharashtra,6/9/2020,2258,120,1664,14004
Maharashtra,6/10/2020,3254,149,1877,15988
Maharashtra,6/11/2020,3607,152,1562,15508
Maharashtra,6/12/2020,3493,127,1718,15731
Meghalaya,4/13/2020,1,0,0,0
Meghalaya,4/15/2020,6,1,0,0
Meghalaya,4/16/2020,2,0,0,552
Meghalaya,4/18/2020,2,0,0,121
Meghalaya,4/21/2020,1,0,0,95
Meghalaya,6/3/2020,3,0,1,291
Manipur,3/24/2020,1,0,0,0
Manipur,4/2/2020,1,0,0,0
Manipur,5/16/2020,4,0,0,101
Manipur,5/20/2020,16,0,0,604
Manipur,5/22/2020,1,0,0,634
Manipur,5/23/2020,3,0,0,373
Manipur,5/24/2020,3,0,2,0
Manipur,5/25/2020,4,0,0,947
Manipur,5/26/2020,3,0,0,1192
Manipur,5/27/2020,5,0,0,603
Manipur,5/28/2020,11,0,0,922
Manipur,5/29/2020,4,0,2,838
Manipur,5/31/2020,11,0,5,0
Manipur,6/2/2020,6,0,3,0
Manipur,6/3/2020,19,0,24,3858
Manipur,6/5/2020,8,0,0,2175
Manipur,6/6/2020,25,0,14,0
Manipur,6/7/2020,15,0,0,2399
Manipur,6/8/2020,100,0,6,0
Manipur,6/9/2020,32,0,6,1584
Manipur,6/10/2020,7,0,0,1144
Manipur,6/11/2020,55,0,9,772
Madhya Pradesh,3/20/2020,4,0,0,0
Madhya Pradesh,3/22/2020,2,0,0,0
Madhya Pradesh,3/24/2020,1,0,0,0
Madhya Pradesh,3/25/2020,8,0,0,0
Madhya Pradesh,3/26/2020,5,0,0,0
Madhya Pradesh,3/27/2020,9,0,0,0
Madhya Pradesh,3/28/2020,10,0,0,0
Madhya Pradesh,3/30/2020,8,2,0,0
Madhya Pradesh,3/31/2020,19,1,0,0
Madhya Pradesh,4/1/2020,32,1,0,0
Madhya Pradesh,4/2/2020,9,2,0,0
Madhya Pradesh,4/4/2020,25,3,0,0
Madhya Pradesh,4/5/2020,14,2,3,2812
Madhya Pradesh,4/6/2020,63,2,8,0
Madhya Pradesh,4/7/2020,34,6,10,958
Madhya Pradesh,4/8/2020,51,3,4,286
Madhya Pradesh,4/9/2020,70,9,0,1079
Madhya Pradesh,4/10/2020,40,3,12,1914
Madhya Pradesh,4/11/2020,78,4,1,1467
Madhya Pradesh,4/12/2020,33,3,3,1965
Madhya Pradesh,4/13/2020,52,7,10,0
Madhya Pradesh,4/14/2020,127,3,13,-2376
Madhya Pradesh,4/16/2020,226,2,6,3896
Madhya Pradesh,4/17/2020,146,14,0,1810
Madhya Pradesh,4/18/2020,92,0,57,-324
Madhya Pradesh,4/19/2020,5,3,4,2857
Madhya Pradesh,4/20/2020,78,4,7,1307
Madhya Pradesh,4/21/2020,67,4,10,1763
Madhya Pradesh,4/22/2020,35,0,4,1759
Madhya Pradesh,4/23/2020,100,3,51,1884
Madhya Pradesh,4/24/2020,159,9,7,1685
Madhya Pradesh,4/25/2020,99,7,71,1633
Madhya Pradesh,4/26/2020,145,4,21,-2634
Madhya Pradesh,4/27/2020,75,7,55,1777
Madhya Pradesh,4/28/2020,222,10,16,4051
Madhya Pradesh,4/29/2020,173,10,88,2777
Madhya Pradesh,4/30/2020,65,7,21,7875
Madhya Pradesh,5/1/2020,90,8,42,2404
Madhya Pradesh,5/2/2020,73,6,100,2462
Madhya Pradesh,5/3/2020,49,5,174,2608
Madhya Pradesh,5/4/2020,105,9,58,2909
Madhya Pradesh,5/5/2020,107,11,144,2500
Madhya Pradesh,5/6/2020,89,9,99,0
Madhya Pradesh,5/7/2020,114,8,132,6425
Madhya Pradesh,5/8/2020,89,7,118,2685
Madhya Pradesh,5/9/2020,116,11,131,4305
Madhya Pradesh,5/10/2020,157,4,196,4059
Madhya Pradesh,5/11/2020,171,6,71,3970
Madhya Pradesh,5/12/2020,201,4,113,4846
Madhya Pradesh,5/13/2020,187,7,144,5018
Madhya Pradesh,5/14/2020,253,5,167,3857
Madhya Pradesh,5/15/2020,169,2,112,4089
Madhya Pradesh,5/16/2020,195,4,32,5828
Madhya Pradesh,5/17/2020,187,5,88,4221
Madhya Pradesh,5/18/2020,259,4,32,8270
Madhya Pradesh,5/19/2020,229,6,196,4305
Madhya Pradesh,5/20/2020,270,9,103,4264
Madhya Pradesh,5/21/2020,246,4,110,4871
Madhya Pradesh,5/22/2020,189,1,245,3452
Madhya Pradesh,5/23/2020,201,9,178,3709
Madhya Pradesh,5/24/2020,294,9,141,3120
Madhya Pradesh,5/25/2020,194,10,163,2695
Madhya Pradesh,5/26/2020,165,5,118,2924
Madhya Pradesh,5/27/2020,237,8,238,4636
Madhya Pradesh,5/28/2020,192,8,123,5038
Madhya Pradesh,5/29/2020,192,13,219,4254
Madhya Pradesh,5/30/2020,246,9,175,6116
Madhya Pradesh,5/31/2020,198,7,398,6256
Madhya Pradesh,6/1/2020,194,8,161,4211
Madhya Pradesh,6/2/2020,137,6,218,5462
Madhya Pradesh,6/3/2020,168,7,224,6181
Madhya Pradesh,6/4/2020,174,6,192,5590
Madhya Pradesh,6/5/2020,234,7,241,5997
Madhya Pradesh,6/6/2020,232,15,230,5664
Madhya Pradesh,6/7/2020,173,13,223,7601
Madhya Pradesh,6/8/2020,237,2,205,6680
Madhya Pradesh,6/9/2020,211,6,193,5742
Madhya Pradesh,6/10/2020,200,7,163,7106
Madhya Pradesh,6/11/2020,192,4,150,5698
Madhya Pradesh,6/12/2020,202,9,159,7721
Mizoram,3/25/2020,1,0,0,0
Mizoram,5/5/2020,0,0,1,5
Mizoram,6/2/2020,12,0,0,116
Mizoram,6/3/2020,1,0,0,83
Mizoram,6/4/2020,3,0,0,251
Mizoram,6/5/2020,7,0,0,341
Mizoram,6/7/2020,10,0,0,261
Mizoram,6/8/2020,8,0,0,244
Mizoram,6/9/2020,46,0,0,251
Mizoram,6/11/2020,9,0,0,405
Nagaland,4/6/2020,0,0,0,60
Nagaland,4/10/2020,0,0,0,10
Nagaland,4/12/2020,0,0,0,4
Nagaland,4/14/2020,0,0,0,100
Nagaland,4/15/2020,0,0,0,10
Nagaland,4/17/2020,0,0,0,90
Nagaland,4/18/2020,0,0,0,118
Nagaland,4/19/2020,0,0,0,12
Nagaland,4/20/2020,0,0,0,30
Nagaland,4/21/2020,0,0,0,103
Nagaland,4/22/2020,0,0,0,6
Nagaland,4/23/2020,0,0,0,64
Nagaland,4/25/2020,0,0,0,6
Nagaland,4/27/2020,0,0,0,16
Nagaland,4/28/2020,0,0,0,10
Nagaland,4/29/2020,0,0,0,5
Nagaland,4/30/2020,0,0,0,9
Nagaland,5/1/2020,0,0,0,11
Nagaland,5/2/2020,0,0,0,10
Nagaland,5/3/2020,0,0,0,10
Nagaland,5/4/2020,0,0,0,24
Nagaland,5/5/2020,0,0,0,16
Nagaland,5/6/2020,0,0,0,39
Nagaland,5/7/2020,0,0,0,23
Nagaland,5/8/2020,0,0,0,19
Nagaland,5/9/2020,0,0,0,43
Nagaland,5/10/2020,0,0,0,14
Nagaland,5/11/2020,0,0,0,13
Nagaland,5/12/2020,0,0,0,7
Nagaland,5/13/2020,0,0,0,7
Nagaland,5/14/2020,0,0,0,2
Nagaland,5/15/2020,0,0,0,19
Nagaland,5/16/2020,0,0,0,7
Nagaland,5/17/2020,0,0,0,35
Nagaland,5/18/2020,0,0,0,9
Nagaland,5/19/2020,0,0,0,17
Nagaland,5/20/2020,0,0,0,7
Nagaland,5/21/2020,0,0,0,16
Nagaland,5/22/2020,0,0,0,34
Nagaland,5/23/2020,0,0,0,30
Nagaland,5/24/2020,0,0,0,32
Nagaland,5/25/2020,3,0,0,269
Nagaland,5/27/2020,5,0,0,188
Nagaland,5/28/2020,9,0,0,211
Nagaland,5/29/2020,7,0,0,232
Nagaland,5/30/2020,11,0,0,213
Nagaland,5/31/2020,7,0,0,366
Nagaland,6/2/2020,6,0,0,387
Nagaland,6/3/2020,9,0,0,157
Nagaland,6/4/2020,22,0,0,325
Nagaland,6/5/2020,27,0,0,235
Nagaland,6/6/2020,0,0,8,87
Nagaland,6/7/2020,9,0,0,310
Nagaland,6/8/2020,6,0,0,358
Nagaland,6/9/2020,5,0,2,167
Nagaland,6/10/2020,1,0,12,324
Nagaland,6/11/2020,2,0,7,447
Nagaland,6/12/2020,26,0,28,437
Odisha,3/16/2020,1,0,0,0
Odisha,3/19/2020,1,0,0,0
Odisha,3/26/2020,1,0,0,0
Odisha,3/31/2020,1,0,0,0
Odisha,4/1/2020,1,0,1,0
Odisha,4/3/2020,15,0,1,1395
Odisha,4/7/2020,2,1,0,1046
Odisha,4/10/2020,2,0,10,298
Odisha,4/13/2020,1,0,6,308
Odisha,4/18/2020,1,0,3,1042
Odisha,4/21/2020,5,0,6,1107
Odisha,4/22/2020,4,0,2,2027
Odisha,4/23/2020,6,0,1,2209
Odisha,4/25/2020,6,0,1,2141
Odisha,4/26/2020,3,0,1,2217
Odisha,4/27/2020,15,0,2,2287
Odisha,4/29/2020,7,0,1,2421
Odisha,4/30/2020,18,0,2,2588
Odisha,5/1/2020,11,0,14,2437
Odisha,5/2/2020,6,0,1,2460
Odisha,5/3/2020,2,0,4,2065
Odisha,5/5/2020,8,1,0,3535
Odisha,5/6/2020,28,0,1,2791
Odisha,5/7/2020,14,0,1,3060
Odisha,5/8/2020,51,0,1,2460
Odisha,5/9/2020,82,1,5,3348
Odisha,5/11/2020,38,0,17,3698
Odisha,5/12/2020,22,0,31,4579
Odisha,5/13/2020,101,0,27,4699
Odisha,5/14/2020,134,0,15,4394
Odisha,5/15/2020,65,0,8,4769
Odisha,5/17/2020,91,1,24,5083
Odisha,5/18/2020,48,0,57,4543
Odisha,5/19/2020,102,1,30,4536
Odisha,5/20/2020,74,1,36,5612
Odisha,5/21/2020,51,1,50,2518
Odisha,5/22/2020,86,0,43,5005
Odisha,5/23/2020,80,0,61,5009
Odisha,5/24/2020,67,0,53,5388
Odisha,5/25/2020,102,0,99,3942
Odisha,5/26/2020,79,0,84,3819
Odisha,5/27/2020,76,0,79,4679
Odisha,5/28/2020,67,0,75,3037
Odisha,5/29/2020,63,2,90,4259
Odisha,5/30/2020,96,0,73,3920
Odisha,5/31/2020,129,0,76,4641
Odisha,6/1/2020,156,0,119,3559
Odisha,6/2/2020,141,0,80,3877
Odisha,6/3/2020,143,0,91,3324
Odisha,6/4/2020,90,0,65,2933
Odisha,6/5/2020,130,1,123,3186
Odisha,6/6/2020,173,0,112,3588
Odisha,6/7/2020,75,1,178,3500
Odisha,6/8/2020,138,0,99,3317
Odisha,6/9/2020,146,0,140,2969
Odisha,6/10/2020,110,0,149,3017
Odisha,6/11/2020,136,1,72,9
Odisha,6/12/2020,112,1,120,7166
Punjab,3/9/2020,1,0,0,0
Punjab,3/19/2020,1,0,0,0
Punjab,3/20/2020,1,0,0,0
Punjab,3/21/2020,10,0,0,0
Punjab,3/22/2020,8,0,0,0
Punjab,3/23/2020,2,0,0,0
Punjab,3/24/2020,6,0,0,0
Punjab,3/25/2020,2,0,0,0
Punjab,3/26/2020,2,0,0,0
Punjab,3/27/2020,5,0,0,0
Punjab,3/29/2020,0,1,1,0
Punjab,3/30/2020,3,2,0,0
Punjab,3/31/2020,1,1,0,0
Punjab,4/2/2020,1,1,0,1434
Punjab,4/5/2020,3,2,1,0
Punjab,4/7/2020,20,1,10,0
Punjab,4/8/2020,7,1,0,1503
Punjab,4/9/2020,24,1,4,255
Punjab,4/10/2020,21,1,2,269
Punjab,4/11/2020,7,1,0,448
Punjab,4/12/2020,12,0,3,372
